DWT_LSUCNT,DWT_CPICNT,DWT_EXCCNT,DWT_CYCCNT,DWT_SLEEPCNT,DWT_FOLDCNT,LSU_stim,CPI_stim,FLD_stim,EXC_stim,LEGIT,TIME,METADATA
6140028,6455044,10898,224550616,0,964467,244464,252571,149760,0,0,2041,
4491514,4908017,8610,144272656,0,1103575,26181,0,289867,0,0,1311,
4762473,5308485,9221,168530408,0,1012764,14355,204574,198688,0,0,1532,
4701959,5189631,8774,160979093,0,1059973,26466,113235,246122,0,0,1463,
4237746,4648575,8417,130099694,0,813614,0,257397,0,0,0,1182,
6710939,7193581,11405,201200909,0,2269069,86476,175866,0,242396,0,1829,
6205110,6812766,10946,188110408,0,2401213,0,0,228725,226318,0,1710,
5106604,5607387,9361,156124712,0,1435455,0,220656,26763,99121,0,1420,
5539031,5863164,9914,193002590,0,963458,174691,192630,149160,0,0,1754,
6104352,6242382,10569,208706960,0,1094814,299165,0,280308,0,0,1897,
4638521,4601434,8109,116727690,0,817601,193298,0,4200,0,0,1061,
5518575,5661873,9476,178055921,0,1035717,231250,0,221617,0,0,1618,
6557707,6894309,11215,216596911,0,1785163,203578,0,271343,116515,0,1969,
5372565,5827521,9562,148972065,0,1939690,0,0,139390,164394,0,1354,
6987635,7412686,12160,270189130,0,1284523,281744,230180,288702,30081,0,2456,
6513625,6773967,11217,231929617,0,1068077,283716,283632,73607,29933,0,2108,
5297244,5395982,8988,140044368,0,1339719,165014,0,31871,82346,0,1273,
6224733,6817092,11551,198624856,0,2441158,0,0,221074,226854,1,1805,
3738801,3925917,7246,86064693,0,813072,18783,54289,0,0,0,782,
5687800,5896353,9922,154052070,0,1687927,136350,0,54787,136515,0,1400,
6229495,6835527,10911,188840462,0,2366680,0,53130,174749,229571,0,1716,
7421015,8229253,13269,267074313,0,2391813,65546,301753,182785,232242,0,2428,
4621142,4970919,8545,120133067,0,1475372,0,0,104564,92875,0,1092,
5211773,5464490,9398,169801125,0,1071720,162135,0,257699,0,0,1543,
5861670,5970414,10002,177151905,0,1170341,241025,136786,0,59361,0,1610,
4625434,4667243,8159,122109042,0,813439,166465,54071,0,0,0,1110,
4345152,4708556,8040,121630462,0,1198266,0,27119,147545,39551,0,1105,
4111163,4211268,7482,99301594,0,846557,88919,4544,33431,0,0,902,
6665061,7171081,11291,180721178,0,2698723,24618,67716,0,314023,0,1642,
5918660,6494899,10559,179252196,0,2210502,0,0,230006,194346,0,1629,
6321169,7100982,12097,239246787,0,1967289,0,279768,201755,151045,1,2175,
4541942,4985547,8715,148796692,0,1124958,23865,0,311128,0,0,1352,
6926056,7648978,12396,218155658,0,2602260,0,225169,54196,288838,0,1983,
5246065,5905426,10108,190819394,0,1260694,0,281547,175412,45149,0,1734,
8424876,8939299,14147,288332130,0,2724440,250495,37261,305396,267200,0,2621,
4840140,5196311,9102,157951789,0,1099841,86059,0,285873,0,0,1435,
6339539,6650335,10967,213003267,0,1286531,214849,290172,0,78642,0,1936,
6081196,6669489,10843,183147402,0,2306028,0,22130,198876,215449,0,1665,
4709061,4808918,8419,128064113,0,966284,148041,0,84043,11452,0,1164,
5058897,5343691,9061,164381386,0,1078497,133253,0,264547,0,0,1494,
4846519,5268173,8971,137531364,0,1379759,0,175487,0,94335,0,1250,
4096657,4332419,7714,108966499,0,903713,42653,35176,90402,0,0,990,
5122892,5638190,10002,172714667,0,1627475,0,22677,260241,84819,1,1570,
5539172,5748706,9820,184148123,0,1080849,212067,0,266648,0,0,1674,
6240721,6844814,11054,187565312,0,2253114,0,183613,33401,234197,0,1705,
5196950,5492894,9360,172554363,0,1021664,145476,78583,207624,0,0,1568,
6362193,6576931,10718,183018215,0,1823185,188846,71234,16349,165411,0,1663,
4648458,4924394,8218,106054906,0,1582217,3460,0,0,128143,0,964,
6397497,6915713,11742,242729757,0,1291998,179234,260378,236519,40057,0,2206,
5091469,5585933,9625,154975775,0,1593623,0,56230,186779,98797,0,1408,
5867203,6412301,10876,227635786,0,1054748,138001,283937,239971,0,0,2069,
6085750,6483855,10674,161015883,0,2300211,44874,17984,32735,242204,0,1463,
6109792,6932381,11205,233553846,0,1734580,0,275277,288225,105245,0,2123,
5766814,6233723,10906,187605810,0,1804427,47687,136990,90213,142646,1,1705,
7504436,7995982,12662,252679398,0,2086956,193309,318288,0,211938,0,2297,
5858583,6467952,10645,186541709,0,1958557,0,149638,143923,166695,0,1695,
6489076,7111551,11588,194217169,0,2554748,0,53092,156013,264008,0,1765,
6350231,6836160,10859,179261464,0,2454345,37466,0,121476,253076,0,1629,
4873004,5070045,8968,147297781,0,998005,142054,0,184205,0,0,1339,
5278340,5815029,9645,165080826,0,1711903,0,34540,237121,110118,0,1500,
5346427,5953244,9892,188240128,0,1422287,18604,159227,250733,59540,0,1711,
6716836,7475644,12033,236141594,0,2112419,27995,309640,128944,194733,0,2146,
6439806,6566610,10838,199484125,0,1541801,274231,0,152555,95784,0,1813,
5785399,6325657,10184,170790561,0,2152322,0,0,200311,189629,0,1552,
6534227,7065669,11134,184951400,0,2499206,24231,125586,0,280777,0,1681,
4217225,4451071,7768,107820677,0,976244,37884,93140,0,27161,0,980,
5835030,6376465,10451,170493550,0,2009687,0,187570,0,199232,0,1550,
5117166,5065462,8837,141314363,0,851956,251345,9310,38325,0,0,1284,
6375323,6896611,10839,171348461,0,2666279,0,0,75118,296135,0,1557,
4365297,4759922,8280,135724133,0,813624,20081,260388,0,0,0,1233,
6050905,6789471,11119,214789383,0,1958170,0,127290,319414,137334,0,1952,
5424809,5818729,9512,136634667,0,2068287,0,0,42927,201920,0,1242,
6419108,6862570,10841,178889130,0,2377724,58053,66934,28753,255761,0,1626,
7305822,7627298,12153,251466120,0,1735176,283243,180679,138535,130247,0,2286,
6503994,7186442,11582,206947449,0,2503391,0,33576,259654,238157,0,1881,
6925100,7206248,11976,227417998,0,2065931,220431,0,183715,170549,1,2067,
5782923,6076088,10279,190752413,0,1093833,179875,271327,0,46579,0,1734,
6386164,6850783,11568,249343837,0,1089847,221775,254266,274788,0,0,2266,
7567448,8092377,12862,239976879,0,2727804,142808,0,235974,279434,0,2181,
5552517,5501230,9521,164694817,0,910107,299531,0,96099,0,0,1497,
4288178,4330073,7728,104042074,0,830691,128401,0,17469,0,0,945,
6166756,6722660,10781,177142842,0,2442302,0,0,161203,244451,0,1610,
5434433,5607802,9546,175895264,0,1047045,211314,0,232944,0,0,1599,
5724093,5834393,9741,164556489,0,1377599,212058,0,90406,78855,0,1496,
6091773,6563260,10489,158400718,0,2457317,0,47716,0,273850,0,1440,
6897096,7457358,12110,250733695,0,1724160,165456,261074,187271,120277,0,2279,
5675902,5790603,10379,177990408,0,1337822,211353,0,118716,60158,1,1618,
6853937,7427458,12100,252380277,0,1717484,162368,229458,240961,110218,0,2294,
4378025,4777218,8053,129348544,0,1201935,0,0,220806,27939,0,1175,
6117697,6444438,10465,163859053,0,2170905,88504,0,46610,218353,0,1489,
4140718,4343330,7548,109011665,0,813223,58159,109934,0,0,0,991,
5416882,5560988,9283,162376789,0,1085436,195571,96334,52518,36497,0,1476,
6425684,6547616,10817,205764888,0,1280812,292932,137666,54568,68609,0,1870,
4987744,5502742,9198,158141215,0,1333533,0,207185,79515,73349,0,1437,
7158046,7723366,12360,216486240,0,2663744,71349,122773,67065,296948,0,1968,
5098306,5334845,9011,157125595,0,1137167,140197,0,203187,20014,0,1428,
8440426,8871032,13976,282655725,0,2457922,280354,249989,38352,267303,0,2569,
6211318,6471436,11933,240601738,0,1126766,256582,150909,224450,0,1,2187,
7157742,7919474,12386,229047248,0,2655253,0,303479,0,306693,0,2082,
5905822,6353397,10250,151856480,0,2385917,0,0,43229,254770,0,1380,
5257012,5713822,9554,148075045,0,1842368,0,0,158977,144906,0,1346,
5694532,5771243,9943,181951124,0,814199,273623,194627,0,0,0,1654,
6854897,7258887,11520,230548544,0,1921542,196221,56010,249597,142842,0,2095,
6490256,7069674,11271,184723468,0,2602896,0,72116,70661,286285,0,1679,
6073864,6745354,10825,200887255,0,2082343,0,117906,227592,173362,0,1826,
5039561,5465328,9246,139711124,0,1669229,0,39274,109404,124329,0,1270,
5959413,6594217,10819,192116841,0,2157904,0,0,310282,172179,0,1746,
4890151,5176265,8739,128201350,0,1485313,47938,0,83052,98113,0,1165,
6314014,6726926,11017,160185658,0,2571595,31728,0,0,292878,0,1456,
5703961,5867534,11396,193561332,0,1539206,132101,122304,43174,91662,1,1759,
5827756,5896721,9818,157269256,0,1497920,212365,17603,0,113978,0,1429,
4700278,5050320,8562,142906228,0,972311,54023,224089,0,26429,0,1299,
6317462,6825821,10762,168549436,0,2635492,0,0,68175,292169,0,1532,
6728808,7143785,11528,215622606,0,2109278,156609,0,245390,174841,0,1960,
5354291,5886062,9577,165344983,0,1644764,0,165189,92022,123108,0,1503,
6076438,6608359,10597,182585994,0,2016186,28753,207441,0,200305,0,1659,
6637191,6848757,11018,193064906,0,1895362,211317,88963,0,180146,0,1755,
6756198,7013551,11339,227270315,0,1493221,268847,158854,118134,93382,0,2066,
5854478,6067503,10227,187465825,0,1337481,211240,0,221078,50339,0,1704,
5576613,6284502,10672,224705391,0,1119267,51429,295561,304491,0,0,2042,
6184715,6360933,11183,226588760,0,1172755,289310,0,314150,0,1,2059,
6667843,7520048,12176,243792572,0,2180117,0,247924,264832,183346,0,2216,
6927892,7670446,12299,222121045,0,2803438,0,0,306038,280394,0,2019,
8114707,9175358,14400,300264734,0,3001958,0,309450,277981,317984,0,2729,
6491769,6978784,11261,206966480,0,2150168,103867,0,257251,179709,0,1881,
6104030,6284838,10709,211995658,0,1123125,284962,0,308546,0,0,1927,
4560109,4668932,8184,123822037,0,905319,136470,0,91850,0,0,1125,
6963324,7668073,12063,214890025,0,2636711,0,248023,0,303622,0,1953,
5173774,5290033,9120,157418130,0,979077,202066,0,165209,0,0,1431,
4411856,4505340,8039,114763096,0,879401,124712,0,66015,0,0,1043,
5969628,6733878,12395,240883491,0,1753746,0,234414,292703,92995,1,2189,
6935265,7682020,12152,223762292,0,2483857,0,315598,0,278135,0,2034,
4574290,4909049,8622,142334810,0,955920,62911,102083,142188,0,0,1294,
6690586,7272741,11804,218026240,0,2337254,76661,9339,291403,205164,0,1982,
5571047,5947442,10173,198797469,0,930731,159718,264967,116314,0,0,1807,
7262161,7820271,12404,226330727,0,2714509,97897,0,225319,279022,0,2057,
6441782,6855045,11245,192181124,0,2029248,106900,165173,0,202446,0,1747,
7080578,7469255,11826,208654137,0,2500271,147380,0,123311,260361,0,1896,
7618083,7903275,12780,254476302,0,1832739,302900,264640,0,169569,0,2313,
5411170,5626416,9428,177939902,0,814123,195516,257614,0,0,0,1617,
7392862,7692364,13461,223538102,0,2713335,169264,31865,0,301839,1,2032,
6362510,6688453,10994,194138359,0,1752955,158546,175751,0,156403,0,1764,
7008654,7386571,11861,235206937,0,1697750,220338,295312,0,147127,0,2138,
5488465,5766301,9760,186736879,0,1120431,183874,0,306244,0,0,1697,
5366606,5689862,9703,140393934,0,1813391,49639,0,62812,156101,0,1276,
6693377,7443359,11709,222624733,0,2318551,0,276717,83819,236635,0,2023,
6941122,7262140,11764,243475019,0,1489040,272852,198361,149329,87448,0,2213,
4719227,5060692,8744,146890216,0,954496,68729,177524,64658,12677,0,1335,
7836016,8169703,12680,260677815,0,2035974,288453,264740,0,203438,0,2369,
8187957,8740160,13640,276850630,0,2702343,207895,85721,244737,273659,0,2516,
5524577,5500992,10719,179139621,0,1148069,246640,42565,18785,30687,1,1628,
4755131,5066293,8814,150055305,0,813792,91261,247578,0,0,0,1364,
4984013,5305433,9236,163033067,0,813996,113366,279218,0,0,0,1482,
6667512,6922786,11370,232548130,0,1331189,284612,147941,179608,56123,0,2114,
4295644,4686234,8020,126452758,0,1149391,0,0,218798,19514,0,1149,
6642197,7368302,11852,219822811,0,2298131,6364,247485,102694,230083,0,1998,
7163760,8078677,12983,260496012,0,2468282,0,281175,238700,235671,0,2368,
5510223,5660144,9520,178008197,0,1037736,229046,0,223668,0,0,1618,
7589623,8024101,12566,245777633,0,2493812,202794,0,248069,238420,0,2234,
5641052,5886313,10253,192277926,0,934656,211919,180487,120267,0,0,1748,
8548491,8883233,15172,289597053,0,2717011,290762,153476,37165,296051,1,2632,
8552952,9370547,14729,324171149,0,2599622,177476,293505,296630,247793,0,2947,
6662120,7123058,11519,235974013,0,1609658,184866,201391,188534,101029,0,2145,
4550777,4849333,8367,138076205,0,1029694,73098,0,216086,0,0,1255,
4349212,4370078,7792,105723928,0,823568,142261,0,10343,0,0,961,
3957495,4260922,7608,106597432,0,966910,5497,0,153616,0,0,969,
5155715,5349086,9238,162430513,0,1028569,174167,0,214629,0,0,1476,
5874379,6295479,10130,145971665,0,2391756,0,8845,0,262955,0,1327,
5690911,5568305,9489,156946781,0,1021662,315116,6377,0,34617,0,1426,
5297230,5740175,9593,145436496,0,1894932,0,0,132102,158147,0,1322,
8846961,9511172,14866,310495089,0,2997435,217412,105309,310252,311837,0,2822,
4254713,4575333,8508,124333174,0,1218792,0,0,137787,37250,1,1130,
4466752,4487603,7906,111899916,0,813297,156070,22041,0,0,0,1017,
5905785,6545818,10754,192600798,0,2018918,0,88713,236623,161294,0,1750,
4637728,5093116,8600,145442858,0,1127878,7215,166195,106481,34610,0,1322,
5493510,5918751,9618,143616879,0,2004707,0,76218,0,198473,0,1305,
6716470,7361860,11669,227556248,0,2246186,67224,94804,269120,193689,0,2068,
5499159,5461008,9395,153732342,0,1052322,268163,0,43418,32502,0,1397,
5728048,6327843,10470,182410418,0,2022211,0,0,293423,152398,0,1658,
4571853,4939895,8540,144844485,0,999175,51060,81406,185449,0,0,1316,
4365120,4408681,7769,108496144,0,841916,135682,0,28639,0,0,986,
7842329,8143485,12817,250633892,0,2242988,280197,159908,37459,231708,0,2278,
7210558,7655283,12123,245247747,0,2132508,205493,22076,304333,168841,0,2229,
4048150,4382687,7804,114051373,0,999451,4211,0,186065,0,0,1036,
5815599,6265824,11708,204033869,0,1550234,76264,277373,0,108026,1,1854,
5838522,5824164,9813,182764907,0,965011,319876,0,150806,0,0,1661,
7534321,7912820,12615,244584584,0,2109282,231107,241403,0,215684,0,2223,
7200649,7345408,11648,212006583,0,2053783,280016,50193,20244,203121,0,1927,
7768260,8434604,13212,270788461,0,2426857,141300,274555,130789,246750,0,2461,
4855436,5440403,9269,172058129,0,1086117,0,241134,171440,16769,0,1564,
5151574,5410612,9175,167293491,0,1071025,152542,0,257019,0,0,1520,
7432045,7788922,12614,251969964,0,1788206,264112,302650,0,162153,0,2290,
5644452,5906658,10026,184276714,0,1280621,182303,0,255499,35138,0,1675,
5196103,5575562,9426,146095693,0,1672661,36700,0,144137,119102,0,1328,
5180870,5550134,10598,193902868,0,1065515,105693,170600,163769,0,1,1762,
6866430,7541593,11912,208850948,0,2613072,0,227498,0,299697,0,1898,
4170559,4370679,7777,110103484,0,922837,63039,0,109514,0,0,1001,
6127815,6427183,10596,193878970,0,1660137,176296,0,218695,104497,0,1762,
5348885,5331297,8971,153066841,0,925614,257981,36601,38772,12173,0,1391,
5049359,5467970,9246,158950589,0,1406313,50079,0,260553,55307,0,1445,
5988386,6608431,10964,189138933,0,1920569,0,283290,0,184334,0,1719,
6482582,7069921,11747,225979791,0,1889642,99876,136427,256148,136419,0,2054,
3867131,4077005,7201,94798215,0,897266,25219,0,84198,0,0,861,
4506672,4919892,8544,144826601,0,1102901,29120,0,289180,0,0,1316,
3755930,3973961,7147,89372403,0,889916,10190,0,76878,0,0,812,
5042663,5387320,9223,157407739,0,1146065,85132,140190,97535,39102,0,1431,
7708545,8212870,14666,319421373,0,1749347,272007,307716,237768,94076,1,2903,
4715883,5083382,8939,152355956,0,813863,67740,281200,0,0,0,1385,
4617228,4988508,8710,147282471,0,1042471,55745,43570,228684,0,0,1339,
5494877,5941738,9760,150269405,0,1912374,5556,104343,15539,180475,0,1366,
6143458,6705701,10870,178131107,0,2414770,0,0,173235,237850,0,1619,
5124501,5257104,9053,155922991,0,813852,191925,169317,0,0,0,1417,
4240002,4540869,7821,107020798,0,1221874,0,8988,88040,53426,0,972,
7875709,8115006,12920,245195526,0,2405905,297449,0,146230,240734,0,2229,
7070258,7607586,11976,203311166,0,2853352,56384,0,123484,319166,0,1848,
5700581,5737438,9787,169249964,0,1123405,263054,16755,92309,36165,0,1538,
5122876,5284467,9121,158156184,0,1003123,181559,0,189228,0,0,1437,
4751751,5050165,8627,149167484,0,813762,94260,240808,0,0,0,1356,
7508754,8166863,14133,281521627,0,2388732,123469,225805,199750,214345,1,2559,
7271929,7726076,12633,283617206,0,1390315,295895,230870,313527,43549,0,2578,
7282456,7554946,12013,226485907,0,2193041,247968,0,164693,202235,0,2059,
5187644,5243279,8832,151793102,0,970364,218778,0,116683,6654,0,1380,
5010255,5409244,8914,135087178,0,1716307,0,0,122564,130009,0,1228,
5707371,6295850,10352,179612778,0,1993706,0,29862,248609,155126,0,1632,
5007996,5189953,8743,132392090,0,1270308,110452,63068,0,76119,0,1203,
4337634,4666583,8194,129186134,0,1027479,38829,0,213939,0,0,1174,
4962655,5334330,8935,127853468,0,1723373,0,0,83044,137781,0,1162,
5433351,6200270,10357,215780561,0,1221294,0,315618,272981,22282,0,1961,
5647178,5968689,9987,188705572,0,1094169,162221,230451,62816,36168,0,1715,
5719725,6247914,10800,180755339,0,1912222,0,207748,0,175657,1,1643,
6817790,7135977,11611,212647811,0,1906857,199183,147017,42359,174944,0,1933,
6809668,7468654,11838,207428770,0,2543269,8065,227244,0,288071,0,1885,
7841403,8230426,13114,250475775,0,2566371,234628,0,213921,256185,0,2277,
6057218,6599729,10663,173150628,0,2215880,0,157534,0,233588,0,1574,
6334492,7100413,11407,222895458,0,1971555,0,307494,133280,170564,0,2026,
8277772,8514679,13358,249522564,0,2708712,303230,0,85965,301234,0,2268,
7515708,7791858,12323,221332278,0,2502220,228525,0,85534,266949,0,2012,
5136542,5211422,8906,152178580,0,946851,212123,0,133057,0,0,1383,
5409187,5973125,10070,172053091,0,1520239,0,291742,0,117670,0,1564,
7911504,8345081,14494,289934857,0,2168457,253443,275248,71078,199031,1,2635,
5342447,5811039,9672,193828978,0,1019153,104637,211917,204844,0,0,1762,
7528136,8152646,13172,267417432,0,2313842,160746,128358,299210,199847,0,2431,
5411002,5925021,9939,161995202,0,1662243,0,221370,0,141357,0,1472,
6508789,6986863,11484,199756035,0,2056834,89627,208969,0,207020,0,1816,
4739491,5272352,9076,166349145,0,1049419,16439,156636,235388,0,0,1512,
5182754,5487243,9235,172501962,0,814009,140797,290763,0,0,0,1568,
7165761,7918424,12486,226642133,0,2705207,0,276377,8862,313537,0,2060,
6016789,6528001,11045,233174063,0,1014508,164923,319900,199656,0,0,2119,
7766013,7984840,12751,245183550,0,2173749,313291,79654,84316,212368,0,2229,
5915236,5772798,11105,186542074,0,1219645,319574,0,0,45523,1,1695,
6450433,6870624,11131,224863426,0,1500041,182496,209212,151098,89024,0,2044,
4475182,4825478,8354,119377747,0,1352729,0,0,131183,68008,0,1085,
7200722,7421508,11953,216153717,0,2069245,250765,110506,0,209062,0,1965,
6737659,7439370,11904,212252342,0,2704524,0,0,279160,268415,0,1929,
6413606,6702204,10832,204044393,0,1601922,200959,152278,64580,120462,0,1855,
4413866,4634046,8138,120174814,0,910373,72358,122720,0,16159,0,1092,
7029508,7793298,12333,227662567,0,2769840,0,85675,236321,286398,0,2069,
5262799,5637024,9431,131226360,0,1922247,0,40897,0,184746,0,1193,
7188019,7531336,12042,226199730,0,2037955,214052,196218,0,203828,0,2056,
4262123,4561385,7798,106831304,0,1213233,0,40502,49829,58358,0,971,
7184858,7625186,13961,312187905,0,1259944,299540,287363,312430,0,1,2838,
5406907,5639850,9655,179039538,0,1083008,189048,0,268811,0,0,1627,
4201969,4472211,7592,99809455,0,1248043,0,0,55098,63289,0,907,
4630587,4905272,8470,140787047,0,1025318,88550,0,211634,0,0,1279,
7343871,7766018,12732,249931357,0,1893700,225744,270815,51780,171098,0,2272,
5509790,5686746,9631,169771599,0,1205243,195085,8231,171952,36541,0,1543,
7770331,8103246,12968,250730881,0,2385796,266871,0,219152,225215,0,2279,
7631554,8119429,12828,242670408,0,2675122,168012,0,231039,271461,0,2206,
6489225,6742226,11244,230289930,0,1074072,283531,268749,82375,29478,0,2093,
4520955,4892778,8490,124288456,0,1205464,0,154913,0,65320,0,1129,
4421507,4651757,8390,125855193,0,970964,80588,0,157393,0,0,1144,
7730458,8422992,14414,278623550,0,2882793,94216,52862,314893,277447,1,2533,
7334065,7678731,12352,265734056,0,1626679,305004,136612,267376,90665,0,2415,
5632546,6010077,10199,202008986,0,986872,167613,214252,172384,0,0,1836,
5175294,5502022,9449,173479242,0,814104,134209,301571,0,0,0,1577,
4514984,4517237,7683,113395028,0,831204,166212,0,17933,0,0,1030,
5454667,5561225,9465,171585409,0,1002927,236843,0,188881,0,0,1559,
8246295,8635865,13476,277581477,0,2239509,293001,290138,0,237317,0,2523,
7420725,7752236,12233,206229046,0,2726448,164255,26219,0,318602,0,1874,
5465682,5995672,9952,168987651,0,1594771,8659,255225,0,130091,0,1536,
5163039,5589275,9345,180782314,0,990510,98916,191724,176383,0,0,1643,
6251662,6785811,10885,173384869,0,2426257,0,116539,0,268644,0,1576,
5775362,6183644,10226,171392778,0,1884998,70567,0,180091,148445,0,1558,
5828725,6351458,10472,167393501,0,2043930,0,167784,0,204944,0,1521,
3547438,3728091,6825,75230192,0,812905,0,28211,0,0,0,683,
4429132,4739025,8251,119668310,0,1092522,23603,134044,0,46506,0,1087,
6572314,7265350,11496,209423491,0,2283292,0,295683,0,244747,0,1903,
8465497,9019843,14077,282670926,0,2968035,214233,0,307918,307385,0,2569,
6281388,6707853,11292,219415143,0,1486178,170569,156022,207790,77263,0,1994,
7746515,8204999,12828,258341495,0,2485046,219526,0,294500,229204,0,2348,
4910624,5306911,8938,132462299,0,1586947,0,58842,67607,117607,0,1204,
7927319,8217086,12916,240542182,0,2582562,260702,34600,81541,280965,0,2186,
5259927,5476465,9065,130490369,0,1665527,82154,5175,0,141965,0,1186,
5915888,6119168,10863,214433537,0,1121219,249355,41646,262538,0,1,1949,
5578529,6201842,10288,190800839,0,1610294,9929,187476,193025,100475,0,1734,
6965196,7559310,12184,226593208,0,2495843,85929,0,296472,230715,0,2060,
6345603,6917429,11299,194854700,0,2302538,32585,59592,172538,219217,0,1771,
6707718,7120725,11288,184738586,0,2528942,83011,38665,25094,281552,0,1679,
5285075,5649309,9353,128698557,0,1980679,0,18678,0,194485,0,1170,
6007268,6424915,10888,216438721,0,1270946,174061,135587,266966,31546,0,1967,
5064274,5148069,8712,148869730,0,858899,201705,84710,45161,0,0,1353,
4768615,5262393,9067,152246240,0,1246082,0,140184,154248,46326,0,1384,
7191055,7843063,12727,255266469,0,2066660,121051,305016,127309,187332,0,2320,
5533725,5442077,9087,160561215,0,879949,311996,0,66108,0,0,1459,
5084739,5158625,10017,165787540,0,901596,193437,127350,0,0,1,1507,
4401221,4806701,8405,133397893,0,1163665,8099,0,241184,18140,0,1212,
4376675,4420536,7638,109341595,0,844109,136938,0,30885,0,0,994,
7954406,8325616,13280,262374113,0,2457064,270086,0,258062,230594,0,2385,
5315248,5893061,9807,173735778,0,1713342,0,6995,316374,97125,0,1579,
4464790,4908754,8480,138404337,0,966001,0,248939,15924,22734,0,1258,
6488498,7262463,11790,225994125,0,2167275,0,223876,205149,191187,0,2054,
6814606,7264246,11580,229109738,0,2042865,170570,0,314539,152235,0,2082,
4398194,4758672,8394,134783372,0,1055039,34817,0,241414,0,0,1225,
5359172,5806897,9617,147618945,0,1936308,0,0,133181,164858,0,1342,
5455083,5685747,9685,181279966,0,849012,195707,236527,34840,0,0,1648,
3880701,4087853,7467,83387781,0,1062241,0,12557,0,41531,0,758,
6883398,7086775,12028,233940926,0,1774525,278498,0,216335,116558,1,2126,
4535542,5018609,8697,148064676,0,1021980,0,188582,127806,13399,0,1346,
6305120,6668814,11112,194366692,0,1934489,142116,0,196467,153905,0,1767,
6192627,6639172,10961,225926362,0,1243449,178334,248626,176679,41998,0,2053,
4282000,4708324,8296,133626947,0,1006151,0,79554,192575,0,0,1214,
6787531,7695099,12487,256690680,0,2156173,0,288838,287028,175633,0,2333,
5979301,6007057,10146,168632119,0,1355851,259941,44867,0,90278,0,1533,
6894356,7643383,11994,224441746,0,2590700,0,168438,160741,269162,0,2040,
6306781,6330775,10430,178322324,0,1555402,278384,0,33375,117957,0,1621,
5917704,6713230,11069,225391872,0,1606278,0,289897,259336,88687,0,2049,
4839793,5413901,9084,169646479,0,1247428,0,83838,315138,19713,0,1542,
5594592,6251098,10510,193991276,0,1514587,0,311419,91382,101446,0,1763,
5879304,6555320,10616,200264981,0,1879465,0,153542,230399,139084,0,1820,
8132065,8694884,13722,272357402,0,2682883,190979,145767,172698,282422,0,2476,
4749879,4766829,8332,126788320,0,864432,188689,0,50928,0,0,1152,
4457490,4726784,8215,102152194,0,1454574,0,0,15863,104231,0,928,
7220990,7976082,12508,228378213,0,3018859,0,0,285006,319788,0,2076,
6446350,7091077,11388,216311997,0,2104816,44889,154614,199426,181762,0,1966,
4789244,5147486,8983,153292888,0,1131388,73954,0,269116,8063,0,1393,
5168420,5607134,9302,163444133,0,1302060,49172,182918,82650,67570,0,1485,
6667031,7270875,11482,205856585,0,2556713,35877,0,236848,250851,0,1871,
5826855,6638716,10173,153979644,0,2252747,0,62122,8854,238299,0,1400,
5637133,5932890,9107,169438116,0,914672,313620,0,100689,0,0,1540,
5936167,6785343,10391,162697113,0,2336134,0,13484,94354,237924,0,1479,
6685076,7317267,11020,196068458,0,2134755,177669,0,109026,201865,0,1782,
4207251,4794252,7812,92507784,0,1311926,0,0,0,83120,0,841,
5888655,6976155,10346,212199726,0,1750176,0,224944,234629,116858,0,1929,
7620532,8073766,11947,216747983,0,2360631,303685,0,0,257618,0,1970,
3451063,3956633,6500,68682539,0,812766,0,0,0,0,0,624,
6896467,7735475,11627,217873444,0,2316272,119357,64577,171331,221685,0,1980,
4657591,5124847,7721,130356915,0,813360,147001,107545,0,0,0,1185,
6258761,7230754,10678,191701549,0,2320077,0,114348,123747,230324,0,1742,
4855616,5602378,9381,166233112,0,1175721,67720,0,317687,0,1,1511,
5549280,6170948,9201,190460697,0,1125209,193498,0,311141,0,0,1731,
4251404,5003486,7764,130913355,0,945679,6691,120807,132307,0,0,1190,
8120507,9088427,13050,274672733,0,2658995,168209,236669,105146,289734,0,2497,
6074071,6729608,9710,221205955,0,1026557,241054,178791,212226,0,0,2011,
5344208,5617956,8326,152239326,0,813718,287169,55852,0,0,0,1384,
6170474,7177545,10772,198668547,0,2004839,0,305419,0,198400,0,1806,
4721834,5360905,8478,108645544,0,1649969,0,0,0,139421,0,987,
7213531,8396812,12447,244838235,0,2813559,0,94219,303345,282515,0,2225,
7338403,8611061,12373,264634511,0,2644595,0,239616,267141,260382,0,2405,
5685325,6404996,9404,205423713,0,915586,175610,290519,101385,0,0,1867,
4897221,5772718,10377,178336154,0,1252862,0,211636,153784,25648,1,1621,
4547407,5169527,8240,112548246,0,1334887,22178,56521,0,86918,0,1023,
6371063,7201911,10671,203592288,0,2080647,104177,0,255494,168447,0,1850,
5227502,6163399,9079,185756259,0,1195761,22464,292333,121912,43310,0,1688,
6844826,7740281,11101,254786582,0,1699505,182295,163570,313788,95142,0,2316,
4274569,4753521,7610,110948241,0,888646,99065,0,75411,0,0,1008,
7106920,7732186,11214,254215503,0,1519004,315874,92359,274402,71620,0,2311,
7111360,7737061,11610,193773757,0,2548212,172968,0,0,288924,0,1761,
6015660,7023543,10592,197105342,0,1914522,0,270152,58412,173616,0,1791,
7200560,7930715,11482,242460980,0,1805815,229774,277904,19572,161895,0,2204,
